0,N
diameter(mm)	19.87,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	24612.1,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	24052,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	560.145,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	36386.9,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.0785,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	5039.35,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.34404,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	2219.04,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	8.33314,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.0983111,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2820.31,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	9.7454,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.105792,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.176889,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.40325,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.869531,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.21737,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.695611,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.467653,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.314407,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.403938,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.15899,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0248092,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50043_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	10827,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	81.4831,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	29.836,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.73104,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.0163,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	20.2881,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	26341.5,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	25925.3,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	416.191,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	37914.6,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	20.827,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	4284.33,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	7.30041,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1995.76,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	10.6382,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.178148,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	2288.57,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	10.1888,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.142505,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.297131,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.404936,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.872664,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.2228,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.697597,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.781993,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.525873,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.675674,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.26597,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0415226,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50047_dwi.Frontal_Aslant_Tract_L.stat.txt	29
number of tracts	9994,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	0
mean length(mm)	74.6279,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	1
span(mm)	25.6588,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	2
curl	2.90847,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	3
elongation	4.05896,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	4
diameter(mm)	18.386,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	5
volume(mm^3)	19813.7,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	6
trunk volume(mm^3)	18708.1,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	7
branch volume(mm^3)	1105.6,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	8
total surface area(mm^2)	29668.1,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	9
total radius of end regions(mm)	18.1567,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	10
total area of end regions(mm^2)	3356.96,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	11
irregularity	6.88259,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	12
area of end region 1(mm^2)	1978.14,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	13
radius of end region 1(mm)	10.4216,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	14
irregularity of end region 1	0.172489,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	15
area of end region 2(mm^2)	1378.82,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	16
radius of end region 2(mm)	7.73508,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	17
irregularity of end region 2	0.136324,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	18
qa	0.154897,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	19
dti_fa	0.359981,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	20
md	0.938742,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	21
ad	1.25789,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	22
rd	0.779168,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	23
iso	0.439738,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	24
rdi	0.292373,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	25
nrdi02L	0.376249,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	26
nrdi04L	0.148387,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	27
nrdi06L	0.0234026,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	28
,sub-50048_dwi.Frontal_Aslant_Tract_L.stat.txt	29
