0,N
irregularity of end region 2	0.303056,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.26017,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.466003,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.723952,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.09729,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.537284,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.613911,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.422693,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.540973,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.211929,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0322289,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50038_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	13597,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	134.275,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	27.2596,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.92579,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.44025,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	15.9089,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	26691.1,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	15492.1,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	11199,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	51977,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	26.2733,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	4360.71,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	7.74506,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2354.18,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	15.0916,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.303934,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2006.53,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	11.1817,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.195757,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.202822,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.469134,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.742485,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.14238,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.542538,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.478216,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.326173,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.417571,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.163647,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0249381,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50043_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	10992,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	111.852,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	28.7963,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.88425,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	7.70272,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.5211,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	18524,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	6974.4,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	11549.6,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	30696.4,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	19.5004,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2297.38,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.01579,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1776.41,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.89521,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.173164,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	520.974,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.60518,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.556346,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.320011,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.437252,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.808766,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.18801,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.619143,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.776348,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.53004,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.679632,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.266861,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0411017,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50047_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	9773,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	117.064,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	34.2829,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.41466,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.57969,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	13.6444,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	17116.8,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	14559.9,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2556.89,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	32905.6,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	20.5363,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2245.48,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.55755,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1327.9,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.8179,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.330419,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	917.581,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.71844,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.260245,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.193272,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.44903,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.836907,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.23352,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.6386,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.437326,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.301219,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.386524,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.151912,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.02352,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50048_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	4238,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	132.51,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	32.3824,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.09204,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	13.3287,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	9.94169,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	10286.3,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7564.9,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2721.4,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	22595.8,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	16.2548,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1127.15,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.4597,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	368.207,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.82828,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.664982,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	758.938,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.42656,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.228307,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.149988,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.452878,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.818687,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.23391,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.611076,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.341358,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.233918,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.299943,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.117778,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0181418,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-50049_dwi.Arcuate_Fasciculus_R.stat.txt	29
