0,N
radius of end region 2(mm)	3.11884,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.232877,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.144022,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.392187,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.780575,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.10816,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.616781,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.392407,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.263977,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.338225,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.132684,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0203322,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10339_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	17019,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	147.104,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	25.9373,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	5.67153,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	10.8405,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	13.5698,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	21274.8,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	15444.1,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	5830.6,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	36048.1,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	23.9266,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3892.62,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.74821,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	2316.96,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	17.0968,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.396335,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1575.65,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	6.82981,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.0930049,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.155557,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.480658,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.78197,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.20476,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.570576,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.323194,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.227428,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.291297,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.114227,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0174641,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10340_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	60,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	71.9649,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	10.752,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	6.69314,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	20.7387,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	3.47008,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	680.596,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	678.638,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1.95856,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	2489.32,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	3.29142,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	45.0467,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	3.173,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	21.5441,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	1.39051,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.28195,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	23.5026,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	1.9009,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.483007,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.169416,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.316677,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.764624,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.00577,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.644051,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.692384,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.442775,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.56753,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.222743,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0342196,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10345_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	10437,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	126.147,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	29.6719,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.25139,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	9.45657,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	13.3396,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	17629.9,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	7741.17,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	9888.72,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	35446.8,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	24.3437,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2453.08,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.70517,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	860.783,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	11.428,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.476645,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1592.3,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	12.9157,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.329126,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.171639,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.435673,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.819722,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.21344,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.622862,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.397718,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.273287,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.35034,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.137526,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0211492,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10347_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	5074,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	118.168,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	23.6266,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	5.00149,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	11.1525,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	10.5957,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	10419.5,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	8565.72,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1853.77,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	22310.8,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	13.4779,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1217.24,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.67202,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	997.881,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.3767,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.220911,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	219.358,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	5.10116,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.372679,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.223652,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.438754,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.835152,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.22103,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.642212,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.525483,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.359424,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.461099,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.181165,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0279955,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10356_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	12750,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	121.7,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	30.6091,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.97593,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.66562,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.044,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	18852,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	16706.4,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2145.59,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	34371.6,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	18.9134,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	2949.58,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.40134,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1466.95,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	9.84609,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.207616,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1482.62,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	9.06727,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.17421,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.193453,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.470062,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.775593,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.17117,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.577802,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.450548,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.30884,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.39581,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.155324,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0238432,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10361_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	12902,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	117.141,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	34.9037,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.35612,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	7.8193,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	14.981,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	20648,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	6758.96,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	13889.1,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	39153.4,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	23.5708,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	3196.35,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	7.10184,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	1038.03,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	12.5084,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.473528,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	2158.32,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	11.0624,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.178128,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.305125,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.42117,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.798966,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.17302,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.61194,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.752695,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.510546,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.654227,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.256689,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0393672,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10376_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	5280,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	114.165,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	28.5868,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.99363,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.67963,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	13.1532,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	15512.7,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	6817.71,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	8694.98,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	32352.3,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	21.6098,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1824.39,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.85788,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	804.964,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	13.5052,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.711831,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	1019.43,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	8.1046,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.202422,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.152358,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.41909,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.77498,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.11781,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.603565,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.397459,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.268784,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.344397,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.135112,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0207122,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10377_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	1561,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	91.604,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	20.3462,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	4.50228,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	8.56387,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	10.6966,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	8231.79,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	6183.14,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2048.64,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	17033.5,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	16.9223,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	880.368,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.53344,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	432.84,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	8.98149,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.58549,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	447.529,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.94084,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.442652,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.213487,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.338958,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.944047,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.25367,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.789238,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.657259,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.431732,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.555358,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.218924,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0344619,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10388_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	7614,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	110.956,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	30.8835,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.59271,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	9.62615,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	11.5265,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	11578,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	8907.49,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	2670.48,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	24540.6,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	17.8784,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1499.27,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	6.10787,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	812.798,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	10.0787,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.39262,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	686.472,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	7.79975,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.278413,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.214893,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.488985,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.735197,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.15704,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.524275,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.483175,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.332449,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.425529,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	26
nrdi04L	0.166728,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	27
nrdi06L	0.0253763,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	28
,sub-10429_dwi.Arcuate_Fasciculus_R.stat.txt	29
number of tracts	4410,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	0
mean length(mm)	97.8906,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	1
span(mm)	29.1947,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	2
curl	3.35303,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	3
elongation	10.2735,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	4
diameter(mm)	9.52842,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	5
volume(mm^3)	6980.27,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	6
trunk volume(mm^3)	5738.55,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	7
branch volume(mm^3)	1241.72,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	8
total surface area(mm^2)	14827.2,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	9
total radius of end regions(mm)	11.9743,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	10
total area of end regions(mm^2)	1058.6,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	11
irregularity	5.05997,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	12
area of end region 1(mm^2)	268.321,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	13
radius of end region 1(mm)	6.51082,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	14
irregularity of end region 1	0.496324,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	15
area of end region 2(mm^2)	790.275,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	16
radius of end region 2(mm)	5.4635,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	17
irregularity of end region 2	0.118662,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	18
qa	0.103535,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	19
dti_fa	0.412685,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	20
md	0.85183,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	21
ad	1.22015,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	22
rd	0.66767,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	23
iso	0.250001,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	24
rdi	0.171419,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	25
nrdi02L	0.219967,sub-10438_dwi.Arcuate_Fasciculus_R.stat.txt	26
